,Unnamed: 0,wise_designation,ps_ra,ps_dec,zPSFStackMag,highz_prob,qso_prob,Mstar_prob,predicted_redshift,spectroscopic_redshift,known_quasar,photometric_follow_up,observed,still_to_observe
160,160,J123606.04+465724.6,189.02520341099998,46.9569645313,19.825846,0.9666666666670001,0.9666666666670001,0.0333333333333,5.521173,5.55,True,False,False,False
161,161,J201907.43-024353.0,304.781281372,-2.73103827433,20.017807,0.849439750932,0.862685718127,0.13731428187300002,5.19482875,,False,False,False,True
162,162,J120134.56+741710.4,180.393342935,74.2866271976,20.13975,0.8027313275010001,0.8391372162909999,0.160862783709,5.13563631102,,False,False,False,True
163,163,J104041.14+162234.3,160.171231608,16.3760653525,19.346605,0.907494387949,0.992657116124,0.006808143945899999,4.86852633333,4.798,True,False,False,False
164,164,J183419.23+434923.0,278.579998107,43.8229619872,20.499008,0.942293806411,0.99,0.01,4.89031769148,,False,False,False,True
165,165,J010044.38+851235.6,15.185693562400001,85.2102991907,19.721584,0.859162442765,0.889295123019,0.11070487698100001,5.10666958527,,False,False,False,True
166,166,J143611.74+500706.9,219.048881083,50.118616081099994,20.090908,0.819743476659,0.8477556702369999,0.116811431522,5.83487642857,5.83,True,False,False,False
167,167,J102210.03+225224.8,155.541840753,22.8737032471,19.484169,0.9662211717970001,0.996582069012,0.0034179309879,5.32403923683,5.47,True,False,False,False
168,168,J101637.73+254131.6,154.157092124,25.692192597600002,18.833225,0.869198243153,0.897545034004,0.0820218616242,5.63254666667,5.64,True,False,False,False
169,169,J172509.69+762559.5,261.290867256,76.4331094888,20.212814,0.9259736487190001,0.9541823985060001,0.043491700702700004,5.0624010039,,False,False,False,True
170,170,J142535.96-023934.4,216.399867209,-2.6595771016799996,19.778833,0.9531276118109999,0.97643035115,0.020289408039,4.821771,4.75,True,False,False,False
171,171,J034652.10-162836.8,56.71691437729999,-16.476939215199998,20.071901,0.8691747966150001,0.939142920526,0.0334862171509,5.891145666669999,5.99,True,False,False,False
172,172,J134408.62+152125.0,206.035913806,15.356991383599999,19.5775,0.962640315385,0.989566124888,0.0104338751121,4.86960252851,4.871,True,False,False,False
173,173,J143823.65-053311.6,219.598514775,-5.5531785774800015,20.446783,0.822949578625,0.879543647241,0.120456352759,5.374103012280001,,False,False,False,True
174,174,J144112.56-084403.6,220.302340851,-8.73429406106,19.888576999999998,0.892710401577,0.9391826980310001,0.0608173019695,5.18585520201,5.2,True,False,False,False
175,175,J164921.25+545403.7,252.338394172,54.901082045,19.29275,0.823290120582,0.8469549629299999,0.150637149908,5.122941508409999,,False,False,False,True
176,176,J102255.62+053907.1,155.731331754,5.6519412921,20.436804000000002,0.805192542183,0.85548849892,0.141178167747,5.36530377251,,False,False,False,True
177,177,J215834.55-075757.3,329.64407786099997,-7.965936373200001,19.868397,0.869370769266,0.884219816234,0.115780183766,5.4755949999999975,,False,False,False,True
178,178,J120200.07-271522.4,180.500307892,-27.256115171799998,20.231579,0.9098172466619999,0.971286147662,0.028713852338,4.962626595430001,,False,False,False,True
